Word,POS,NER
সংখ্যা,NNC,B-OTH
২৭৩৬,QF,B-NUM
জন।,NNC,B-OTH
আদালতে,NNC,B-ORG
রাষ্ট্রপক্ষে,NNC,B-OTH
শুনানি,NNC,B-OTH
করেন,VF,B-OTH
অ্যাটর্নি,NNC,B-PER
জেনারেল,NNC,I-PER
এ,NNP,B-PER
এম,NNP,I-PER
আমিন,NNP,I-PER
উদ্দিন।,NNP,I-PER
মসজিদ,NNC,B-OTH
কমিটিদের,NNC,B-PER
প্রতি,PP,B-OTH
অনুরোধ,NNC,B-OTH
মসজিদগুলো,NNC,B-OTH
সার্বক্ষণিক,ADJ,B-OTH
খোলা,NNC,B-OTH
রাখুন।,VF,B-OTH
বিশেষজ্ঞরা,NNC,B-PER
বলছেন,VF,B-OTH
দেশের,NNC,B-OTH
বিভিন্ন,ADJ,B-OTH
জায়গায়,NNC,B-OTH
পর্যটন,NNC,B-OTH
কেন্দ্র,NNC,B-OTH
গড়ে,VNF,B-OTH
উঠলেও,VNF,B-OTH
পরিবেশবান্ধব,ADJ,B-OTH
করা,NNC,B-OTH
যাচ্ছে,VF,B-OTH
না।,ADV,B-OTH
এদিকে,ADV,B-OTH
বিশ্বে,NNC,B-OTH
এ,DET,B-OTH
পর্যন্ত,PP,B-OTH
মোট,ADJ,B-OTH
শনাক্ত,NNC,B-OTH
হয়েছে,VF,B-OTH
৬৩,QF,B-NUM
কোটি,QF,I-NUM
৩২,QF,I-NUM
লাখ,QF,I-NUM
২৩,QF,I-NUM
হাজার,QF,I-NUM
৩৭০।,QF,I-NUM
ময়নাতদন্ত,NNC,B-OTH
শেষে,NNC,B-OTH
গতকাল,NNC,B-D&T
রবিবার,NNP,I-D&T
বিকেলে,NNC,I-D&T
মারুফার,NNP,B-PER
মরদেহ,NNC,B-OTH
দাফন,NNC,B-OTH
করা,NNC,B-OTH
হয়।,VF,B-OTH
গুল,NNP,B-PER
আহম্মেদের,NNP,I-PER
সকল,DET,B-OTH
এক্সক্লুসিভ,ADJ,B-OTH
ক্যাটালগ,NNC,B-OTH
এবং,CONJ,B-OTH
দারুন,ADJ,B-OTH
সব,ADJ,B-OTH
ড্রেস,NNC,B-OTH
“সেলাই”,PUNCT,B-OTH
তে,PART,B-OTH
পাবেন,VF,B-OTH
আকর্ষনীয়,ADJ,B-OTH
মূল্যে।,NNC,B-OTH
খাদ্যবর্জ্যরে,NNC,B-OTH
সঠিক,ADJ,B-OTH
তথ্য,NNC,B-OTH
সংগ্রহ,NNC,B-OTH
করার,NNC,B-OTH
পর,PP,B-OTH
সেগুলোকে,PRO,B-OTH
ব্যবস্থাপনার,NNC,B-OTH
আওতায়,NNC,B-OTH
আনতে,VNF,B-OTH
হবে।,VF,B-OTH
উপরে,PP,B-OTH
বর্ণিত,ADJ,B-OTH
কুরআন,NNC,B-T&T
এবং,CONJ,B-OTH
হাদিসের,NNC,B-OTH
আলোচনা,NNC,B-OTH
থেকে,PP,B-OTH
বুঝা,NNC,B-OTH
যায়,VF,B-OTH
যে,CONJ,B-OTH
রোববার,NNP,B-D&T
২১,PUNCT,B-OTH
ফেব্রুয়ারি,NNP,B-D&T
সকাল,NNC,B-D&T
পৌনে,QF,I-D&T
৯টার,QF,I-D&T
দিকে,PP,B-OTH
শহরের,NNC,B-OTH
শহীদ,NNP,B-LOC
খোকন,NNP,I-LOC
পার্ক,NNP,I-LOC
এলাকায়,NNC,B-OTH
ছাত্রলীগের,NNP,B-ORG
তোপের,NNC,B-OTH
মুখে,NNC,B-OTH
পড়েন,VF,B-OTH
তিনি।,PRO,B-OTH
এই,DET,B-OTH
বাহনটি,NNC,B-OTH
অ্যাক্রোব্যাটিক,ADJ,B-OTH
ব্যবহারের,NNC,B-OTH
জন্য,PP,B-OTH
নয়।,VF,B-OTH
ওবায়দুল,NNP,B-PER
কাদের,NNP,I-PER
বলেন,VF,B-OTH
সরকার,NNC,B-ORG
কোনোভাবেই,ADV,B-OTH
চায়নি,VF,B-OTH
কারও,PRO,B-OTH
প্রাণহানি,NNC,B-OTH
ঘটুক।,VF,B-OTH
ওসি,NNC,B-PER
মোজাফফর,NNP,B-PER
হোসেন,NNP,I-PER
জানান,VF,B-OTH
দূর্ঘটনার,NNC,B-OTH
পরপরই,ADV,B-OTH
ট্রাক্টরের,NNC,B-OTH
চালক,NNC,B-PER
ও,CONJ,B-OTH
তার,PRO,B-OTH
সহকারী,NNC,B-PER
পালিয়ে,VNF,B-OTH
যায়।,VF,B-OTH
তিনি,PRO,B-OTH
বলেন,VF,B-OTH
‘এটা,PUNCT,B-OTH
জ্ঞান,PUNCT,B-OTH
অর্জন,NNC,B-OTH
সবার,PRO,B-OTH
অধিকার।,NNC,B-OTH
উন্মোচন,NNC,B-EVENT
অনুষ্ঠানে,NNC,I-EVENT
স্যামসাং,NNP,B-ORG
বাংলাদেশ,NNP,I-ORG
ও,CONJ,B-OTH
এর,PRO,B-OTH
অংশীদারদের,NNC,B-PER
ঊর্ধ্বতন,ADJ,B-OTH
কর্মকর্তারা,NNC,B-PER
উপস্থিত,NNC,B-OTH
ছিলেন।,VF,B-OTH
তবে,CONJ,B-OTH
মাঝে,ADV,B-OTH
কিছু,ADJ,B-OTH
দিন,NNC,B-OTH
গাঁজার,NNC,B-OTH
ব্যবসা,NNC,B-OTH
বন্ধ,NNC,B-OTH
ছিল।,VF,B-OTH
মঙ্গলবার,NNP,B-D&T
২৮,PUNCT,B-OTH
মে,NNP,B-D&T
নিজের,PRO,B-OTH
ফেসবুকে,NNP,B-ORG
বেশ,ADJ,B-OTH
কিছু,ADJ,B-OTH
ছবি,NNC,B-OTH
পোস্ট,NNC,B-OTH
করেছেন,VF,B-OTH
পরীমনি।,NNP,B-PER
বাংলাদেশ,NNP,B-ORG
কৃষি,NNP,I-ORG
বিশ্ববিদ্যালয়ের,NNP,I-ORG
বাকৃবি,PUNCT,B-OTH
নতুন,ADJ,B-OTH
প্রক্টর,NNC,B-PER
হিসেবে,PP,B-OTH
দায়িত্ব,NNC,B-OTH
পেয়েছেন,VF,B-OTH
পরিবেশ,NNP,B-ORG
বিজ্ঞান,NNP,I-ORG
বিভাগের,NNP,I-ORG
অধ্যাপক,NNC,B-PER
ড,NNP,B-PER
মো,NNP,I-PER
আজহারুল,NNP,I-PER
ইসলাম।,NNP,I-PER
বইটাতে,NNC,B-OTH
এঙ্গেলস,NNC,B-PER
মানুষকে,NNC,B-PER
প্রকৃতিতে,NNC,B-OTH
প্রতিষ্ঠা,NNC,B-OTH
করেছেন,VF,B-OTH
বলা,NNC,B-OTH
চলে।,VF,B-OTH
এইচ,NNP,B-MISC
এস,NNP,I-MISC
পাশ,NNC,B-OTH
করেনি,VF,B-OTH
তখন,ADV,B-OTH
মাধ্যমিক,NNC,B-OTH
ছিল,VF,B-OTH
না।,ADV,B-OTH
বিষয়টি,NNC,B-OTH
খতিয়ে,VNF,B-OTH
দেখা,NNC,B-OTH
হচ্ছে,VF,B-OTH
বলে,PP,B-OTH
বার্তা,NNC,B-ORG
সংস্থা,NNC,I-ORG
আইএএনএস’কে,NNP,B-ORG
জানিয়েছে,VF,B-OTH
তারা।,PRO,B-OTH
উল্লেখ্য,ADJ,B-OTH
২০২৪,QF,B-D&T
সালে,NNC,I-D&T
পরপর,ADJ,B-OTH
দুটি,QF,B-NUM
ব্যবসা,ADJ,B-OTH
সফল,ADJ,B-OTH
ছবি,NNC,B-OTH
উপহার,NNC,B-OTH
দিয়েছেন,VF,B-OTH
কৃতি,NNP,B-PER
শ্যানন।,NNP,I-PER
,PUNCT,B-OTH
দিন,ADV,B-OTH
দিন,ADV,B-OTH
বদলে,VNF,B-OTH
যাচ্ছে,VF,B-OTH
আবহাওয়ার,NNC,B-OTH
ধরণ।,NNC,B-OTH
জেবিএল,NNP,B-OTH
ট্রু,NNP,B-OTH
ওয়্যারলেস,NNP,B-OTH
ইন-ইয়ার,NNP,B-OTH
হেডফোন,NNC,B-OTH
ব্যবহারকারী,NNC,B-OTH
গাইড,NNC,B-OTH
তখন,ADV,B-OTH
স্পৃহা,NNP,B-PER
মন,NNC,B-OTH
খারাপ,ADJ,B-OTH
করে,VNF,B-OTH
বলল।,VF,B-OTH
তিনি,PRO,B-OTH
আরো,ADV,B-OTH
জানান,VF,B-OTH
সড়ক,NNC,B-OTH
দুর্ঘটনা,NNC,B-OTH
প্রতিরোধে,NNC,B-OTH
নানমুখী,ADJ,B-OTH
পদক্ষেপ,NNC,B-OTH
নিয়েছে,VF,B-OTH
সরকার।,NNC,B-ORG
প্রধানমন্ত্রীর,NNC,B-PER
সুদক্ষ,ADJ,B-OTH
নেতৃত্বে,NNC,B-OTH
সড়ক,NNC,B-OTH
নেটওয়ার্কে,NNC,B-OTH
নতুন,ADJ,B-OTH
মাত্রা,NNC,B-OTH
বঙ্গবন্ধুর,NNP,B-PER
সোনার,ADJ,B-OTH
বাংলা,NNP,B-OTH
গড়ার,NNC,B-OTH
শপথ,NNC,B-OTH
পুনর্ব্যক্ত,NNC,B-OTH
সেনাপ্রধানের,NNC,B-PER
তিনি,PRO,B-OTH
আরও,ADV,B-OTH
বলেন,VF,B-OTH
সারা,ADJ,B-OTH
দেশে,NNC,B-OTH
১৯,QF,B-NUM
কোটি,QF,I-NUM
মোবাইল,NNC,B-OTH
সিম,NNC,B-OTH
গ্রাহক,NNC,B-PER
আছে।,VF,B-OTH
অধ্যাপক,NNC,B-PER
ডা,NNP,B-PER
এ,NNP,I-PER
কে,NNP,I-PER
এম,NNP,I-PER
জাহিদ,NNP,I-PER
হোসেন,NNP,I-PER
বলেন,VF,B-OTH
লিঙ্গ,NNC,B-OTH
রূপান্তর,NNC,B-OTH
চিকিৎসার,NNC,B-OTH
জন্য,PP,B-OTH
আলাদা,ADJ,B-OTH
কোনো,DET,B-OTH
ইউনিট,NNC,B-OTH
নাই।,VF,B-OTH
কিশোরগঞ্জ,NNP,B-ORG
থানার,NNC,I-ORG
ভারপ্রাপ্ত,ADJ,B-PER
কর্মকর্তা,NNC,I-PER
ওসি,PUNCT,B-OTH
আউয়াল,NNP,B-PER
আরটিভি,NNP,B-ORG
নিউজকে,NNP,I-ORG
ঘটনার,NNC,B-OTH
সত্যতা,NNC,B-OTH
স্বীকার,NNC,B-OTH
করেছেন।,VF,B-OTH
ফুটবলার,NNC,B-PER
হওয়ার,NNC,B-OTH
বিষয়ে,NNC,B-OTH
পরিবারের,NNC,B-OTH
অবস্থান,NNC,B-OTH
সম্পর্কে,PP,B-OTH
তুরস্কের,NNP,B-GPE
প্রেসিডেন্ট,NNC,B-PER
বলেন,VF,B-OTH
‘আমার,PUNCT,B-OTH
মা,NNC,B-PER
কখনো,ADV,B-OTH
বাধা,NNC,B-OTH
দিতেন,VF,B-OTH
না।,ADV,B-OTH
ড,NNP,B-PER
আসিফ,NNP,I-PER
নজরুল,NNP,I-PER
,PUNCT,B-OTH
সরকারি,ADJ,B-ORG
দলের,NNC,B-ORG
হেরে,VNF,B-OTH
যাওয়ার,NNC,B-OTH
আশঙ্কার,NNC,B-OTH
পটভূমিতে,NNC,B-OTH
গাজীপুর,NNP,B-GPE
নির্বাচন,NNC,B-EVENT
শেষ,ADJ,B-OTH
মূহূর্তে,NNC,B-OTH
স্থগিত,ADJ,B-OTH
হলো।,VF,B-OTH
সূত্র,NNC,B-OTH
,PUNCT,B-OTH
যঃঃঢ়ং://ৎড়ধৎ.সবফরধ/নধহমষধ/সধরহ/ড়িৎষফ/ঃযরৎফ-ড়িৎষফ-পড়ঁহঃৎরবং,NNP,B-OTH
নববর্ষ,NNC,B-EVENT
উপলক্ষে,NNC,B-OTH
আজ,NNC,B-D&T
মঙ্গলবার,NNP,I-D&T
সন্ধ্যায়,NNC,I-D&T
জাতির,NNC,B-OTH
উদ্দেশে,PP,B-OTH
ভাষণ,NNC,B-OTH
দেবেন,VF,B-OTH
প্রধানমন্ত্রী,NNC,B-PER
শেখ,NNP,B-PER
হাসিনা।,NNP,I-PER
আটককৃতদের,NNC,B-PER
বিরুদ্ধে,PP,B-OTH
মাদকদ্রব্য,NNC,B-T&T
নিয়ন্ত্রণ,NNC,I-T&T
আইন,NNC,I-T&T
৩৬,QF,I-T&T
১,PUNCT,B-OTH
সারণীর,NNC,B-T&T
১৯,QF,B-NUM
ক)/৩৮,PUNCT,B-OTH
ধারায়,NNC,B-OTH
মামলা,NNC,B-OTH
রুজু,NNC,B-OTH
করা,NNC,B-OTH
হয়।,VF,B-OTH
ফুটবলপ্রেমীরা,NNC,B-PER
বিশ্বকাপকে,NNC,B-EVENT
কেন্দ্র,NNC,B-OTH
করে,VNF,B-OTH
নানা,ADJ,B-OTH
আয়োজন,NNC,B-OTH
করে,VNF,B-OTH
থাকে।,VF,B-OTH
তরুণীর,NNC,B-PER
পিতা,NNC,B-PER
জানান,VF,B-OTH
তার,PRO,B-OTH
মেয়েকে,NNC,B-PER
নয়ন,NNP,B-PER
কৌশলে,NNC,B-OTH
চাকরির,NNC,B-OTH
কথা,NNC,B-OTH
বলে,VNF,B-OTH
বাড়ি,NNC,B-OTH
থেকে,PP,B-OTH
নিয়ে,VNF,B-OTH
তার,PRO,B-OTH
সর্বনাশ,NNC,B-OTH
করেছে।,VF,B-OTH
ক্ষুধার্ত,ADJ,B-OTH
ব্যক্তি,NNC,B-PER
যেদিকেই,ADV,B-OTH
তাকাবে,VF,B-OTH
তার,PRO,B-OTH
কেবল,ADJ,B-OTH
খাদ্যের,NNC,B-OTH
কথাই,NNC,B-OTH
মনে,NNC,B-OTH
পড়বে।,VF,B-OTH
তুচ্ছ,ADJ,B-OTH
ঘটনা,NNC,B-OTH
কেন্দ্র,NNC,B-OTH
করে,PP,B-OTH
নারায়ণগঞ্জের,NNP,B-GPE
রূপগঞ্জে,NNP,B-LOC
সংঘর্ষে,NNC,B-OTH
অন্তত,ADJ,B-OTH
১২,QF,B-NUM
জন,NNC,B-OTH
আহত,ADJ,B-OTH
হয়েছেন।,VF,B-OTH
চলতি,ADJ,B-OTH
অর্থবছরে,NNC,B-OTH
ভারতের,NNP,B-GPE
রিয়েল,NNC,B-OTH
এস্টেট,NNC,B-OTH
প্লাটফর্মগুলো,NNC,B-OTH
৪৫০,QF,B-NUM
কোটি,QF,I-NUM
ডলারের,NNC,B-UNIT
ব্যবসায়িক,ADJ,B-OTH
লেনদেন,NNC,B-OTH
করেছে।,VF,B-OTH
তবে,CONJ,B-OTH
বলিউড,NNP,B-ORG
শরৎচন্দ্রের,NNP,B-PER
উপন্যাস,NNC,B-OTH
গুলোর,PART,B-OTH
যে,DET,B-OTH
ভর্ত্তা,NNC,B-OTH
বানায়,VF,B-OTH
রাজা,NNP,B-PER
সেন,NNP,I-PER
তা,PRO,B-OTH
করেন,VF,B-OTH
নি।,PART,B-OTH
চেয়ারম্যান,NNC,B-PER
প্রার্থী,NNC,B-PER
আব্দুল,NNP,B-PER
আজিজ,NNP,I-PER
মোল্লা,NNP,I-PER
বলেন,VF,B-OTH
আজ,NNC,B-D&T
আমাকে,PRO,B-OTH
নিয়ে,PP,B-OTH
আওয়ামী,NNP,B-ORG
লীগের,NNP,I-ORG
নেতারা,NNC,B-PER
বৈঠকে,NNC,B-OTH
বসেন।,VF,B-OTH
কালীগঞ্জ,NNP,B-LOC
গাজীপুর,PUNCT,B-OTH
,PUNCT,B-OTH
ইউএনও,NNC,B-PER
মো,NNP,B-PER
শিবলী,NNP,I-PER
সাদিকের,NNP,I-PER
সভাপতিত্বে,NNC,B-OTH
বক্তব্য,NNC,B-OTH
রাখেন,VF,B-OTH
কালীগঞ্জ,NNP,B-ORG
ফায়ার,NNP,I-ORG
সার্ভিস,NNP,I-ORG
স্টেশনের,NNC,I-ORG
ইনচার্জ,NNC,B-PER
শামীম,NNP,B-PER
আহমেদ।,NNP,I-PER
ভয়,NNC,B-OTH
পেয়োনা,VF,B-OTH
তুমি,PRO,B-OTH
তোমার,PRO,B-OTH
চাওয়া-পাওয়ার,NNC,B-OTH
স্বপ্ন,NNC,B-OTH
সম্ভাবনায়,NNC,B-OTH
এগিয়ে,VNF,B-OTH
যাবেই।,VF,B-OTH
রেডিও,NNC,B-ORG
ফুর্তির,NNC,I-ORG
আরজে,NNC,B-OTH
সাদিয়ার,NNP,B-PER
প্রেমে,NNC,B-OTH
পড়েছিলাম,VF,B-OTH
বহুদিন,NNC,B-OTH
আগে।,ADV,B-OTH
মঙ্গলবার,NNP,B-D&T
সচিবালয়ে,NNC,B-LOC
বাংলাদেশ,NNP,B-ORG
অনলাইন,NNP,I-ORG
নিউজপোর্টাল,NNP,I-ORG
এসোসিয়েশনের,NNP,I-ORG
বিওএনপিএ,PUNCT,B-OTH
নেতৃবৃন্দের,NNC,B-PER
সাথে,PP,B-OTH
মতবিনিময়কালে,NNC,B-OTH
তথ্যমন্ত্রী,NNC,B-PER
এসব,DET,B-OTH
কথা,NNC,B-OTH
বলেন।,VF,B-OTH
আইনের,NNC,B-OTH
সংস্পর্শে,NNC,B-OTH
আসা,NNC,B-OTH
শিশুর,NNC,B-PER
বয়স,NNC,B-OTH
নির্ধারণের,NNC,B-OTH
এখতিয়ার,NNC,B-OTH
তদন্ত,NNC,B-OTH
কর্মকর্তার,NNC,B-PER
নেই,VF,B-OTH
রাত,NNC,B-D&T
পুইয়ে,VNF,B-OTH
ভোর,NNC,B-D&T
হলো,VF,B-OTH
সে,PRO,B-OTH
মরল,VF,B-OTH
না।,ADV,B-OTH
বইটির,NNC,B-OTH
আনুষ্ঠানিক,ADJ,B-OTH
উন্মোচন,NNC,B-EVENT
অনুষ্ঠানে,NNC,I-EVENT
যোগ,NNC,B-OTH
দিতে,VNF,B-OTH
মোহসেন,NNP,B-PER
আরিশি,NNP,I-PER
আজ,NNC,B-D&T
বাংলাদেশে,NNP,B-GPE
আসতে,VNF,B-OTH
পারেন।,VF,B-OTH
ডেলিভারি,NNC,B-OTH
এবং,CONJ,B-OTH
পেমেন্ট,NNC,B-OTH
নিয়ে,PP,B-OTH
ব্যবস্থা,NNC,B-OTH
করলেন,VF,B-OTH
।,PUNCT,B-OTH
জেসমিন,NNP,B-PER
প্রেমা,NNP,I-PER
ঢাকা,NNP,B-ORG
বিশ্ববিদ্যালয়,NNP,I-ORG
থেকে,PP,B-OTH
এমএ,NNP,B-MISC
পাস,NNC,B-OTH
করেন।,VF,B-OTH
ভিস্তি,NNP,B-OTH
শব্দটি,NNC,B-OTH
সর্বপ্রথম,ADJ,B-OTH
খুঁজে,VNF,B-OTH
পাই,VF,B-OTH
রবীন্দ্রনাথের,NNP,B-PER
জুতা,NNP,B-OTH
আবিষ্কার,NNC,B-OTH
কবিতায়।,NNC,B-OTH
,PUNCT,B-OTH
মেসি,NNP,B-PER
ছাড়া,PP,B-OTH
আর্জেন্টিনা,NNP,B-ORG
দলে,NNC,I-ORG
কোন,DET,B-OTH
খেলোয়াড়ের,NNC,B-PER
পারফরম্যান্স,NNC,B-OTH
আপনার,PRO,B-OTH
হৃদয়,NNC,B-OTH
ছুঁয়েছে,VF,B-OTH
এটি,DET,B-OTH
যথেষ্ট,ADJ,B-OTH
রেস্পন্সিভ,ADJ,B-OTH
প্যানেল,NNC,B-OTH
ভিউ,NNC,B-OTH
অ্যাঙ্গেলে,NNC,B-OTH
নেগেটিভিটি,NNC,B-OTH
নেই,VF,B-OTH
এবং,CONJ,B-OTH
কালার,NNC,B-OTH
ও,CONJ,B-OTH
এনাফ,ADJ,B-OTH
ছিল।,VF,B-OTH
যাত্রী,NNC,B-OTH
ছাউনির,NNC,B-OTH
বেঞ্চের,NNC,B-OTH
উপর,PP,B-OTH
নিঃসাড়,ADJ,B-OTH
অবস্থায়,NNC,B-OTH
পড়েছিল,VF,B-OTH
অল্প,ADJ,B-OTH
বয়সী,ADJ,B-OTH
মেয়েটি।,NNC,B-PER
তো,ADV,B-OTH
বন্ধুরা,NNC,B-PER
আপনারা,PRO,B-OTH
যারা,PRO,B-OTH
বাংলাদেশ,NNP,B-GPE
থেকে,PP,B-OTH
আরো,ADJ,B-OTH
অন্যান্য,ADJ,B-OTH
দেশ,NNC,B-OTH
থেকে,PP,B-OTH
পাকিস্তান,NNP,B-GPE
ভ্রমণ,NNC,B-OTH
করতে,VNF,B-OTH
চাচ্ছেন,VF,B-OTH
এসব,DET,B-OTH
কিছুকেই,PRO,B-OTH
আগের,NNC,B-OTH
তুলনায়,PP,B-OTH
উন্নত,ADJ,B-OTH
ও,CONJ,B-OTH
দৃশ্যমান,ADJ,B-OTH
করা,NNC,B-OTH
হয়েছে।,VF,B-OTH
আর,CONJ,B-OTH
তখন,ADV,B-OTH
পুরো,ADJ,B-OTH
বিষয়টি,NNC,B-OTH
বিশ্বাস,NNC,B-OTH
করতে,VNF,B-OTH
শুরু,NNC,B-OTH
করে,VF,B-OTH
প্রতারকের,NNC,B-PER
টার্গেটরা।,NNC,B-PER
তিনি,PRO,B-OTH
আরও,ADV,B-OTH
বলেন,VF,B-OTH
দয়া,NNC,B-OTH
করে,VNF,B-OTH
আপনারা,PRO,B-OTH
বিষয়টির,NNC,B-OTH
প্রতি,PP,B-OTH
একটু,ADJ,B-OTH
নজর,NNC,B-OTH
দিন।,VF,B-OTH
চেয়ারে,NNC,B-OTH
সামনের,NNC,B-OTH
দিকে,PP,B-OTH
বসা,NNC,B-OTH
তার,PRO,B-OTH
বন্ধুরা,NNC,B-PER
শুধু,ADV,B-OTH
আছে,VF,B-OTH
বাকিদের,PRO,B-OTH
অনেকেই,PRO,B-OTH
চলে,VNF,B-OTH
গেছে।,VF,B-OTH
তবে,CONJ,B-OTH
ঘটনার,NNC,B-OTH
বিস্তারিত,ADJ,B-OTH
কোনো,DET,B-OTH
তথ্য,NNC,B-OTH
দেয়নি,VF,B-OTH
জাতিসংঘের,NNP,B-ORG
শরণার্থী,NNC,B-ORG
সংস্থা।,NNC,I-ORG
“ঘাউড়া”,PUNCT,B-OTH
ক‌লিগ‌কে,NNC,B-PER
আর,ADV,B-OTH
যাতা,NNC,B-OTH
দেয়া,NNC,B-OTH
হলনা।,VF,B-OTH
আজকের,NNC,B-D&T
ক্রিকেট,NNP,B-MISC
খেলায়,NNC,B-OTH
বাংলাদেশ,NNP,B-GPE
খুব,ADJ,B-OTH
অল্প,ADJ,B-OTH
রানের,NNC,B-OTH
ব্যবধানে,NNC,B-OTH
ভারতের,NNP,B-GPE
কাছে,PP,B-OTH
হেরে,VNF,B-OTH
গেলো।,VF,B-OTH
মেয়েদের,NNC,B-PER
স্বাধীনতা,NNC,B-OTH
সিনেমা,NNC,B-OTH
টিভি,NNC,B-OTH
দেখে,VNF,B-OTH
শেখার,NNC,B-OTH
বিষয়,NNC,B-OTH
নয়।,VF,B-OTH
শরতের,NNP,B-D&T
এমন,ADJ,B-OTH
শুভ্রতা,NNC,B-OTH
বাকৃবির,NNP,B-ORG
প্রতিটি,DET,B-OTH
শিক্ষার্থীর,NNC,B-PER
মাঝে,PP,B-OTH
ফেলেছে,VF,B-OTH
বিচিত্রধর্মী,ADJ,B-OTH
প্রভাব।,NNC,B-OTH
ঢাকা,NNP,B-GPE
৩০.৫,QF,B-NUM
ডিগ্রি,NNC,B-UNIT
সে,NNC,I-UNIT
২৪.৫,QF,B-NUM
ডিগ্রি,NNC,B-UNIT
সে,NNC,I-UNIT
যে,DET,B-OTH
কোনোদিন,NNC,B-OTH
সন্ধ্যা,NNC,B-D&T
সাতটার,QF,I-D&T
পর,PP,B-OTH
আসতে,VNF,B-OTH
পারেন।,VF,B-OTH
,PUNCT,B-OTH
শিক্ষক,NNC,B-PER
বাংলা,NNP,B-ORG
বিভাগ,NNP,I-ORG
ঢাকা,NNP,B-ORG
বিশ্ববিদ্যালয়,NNP,I-ORG
শাসক,NNC,B-OTH
দলের,NNC,B-ORG
কর্মীদের,NNC,B-PER
প্রকাশ্য,ADJ,B-OTH
অস্ত্রের,NNC,B-OTH
মহড়া,NNC,B-OTH
এই,DET,B-OTH
প্রথম,ADJ,B-NUM
ঘটে,VNF,B-OTH
নাই।,VF,B-OTH
পর্তুগিজরা,NNP,B-PER
বিদেশি,ADJ,B-OTH
ফল,NNC,B-OTH
ফুল,NNC,B-OTH
এবং,CONJ,B-OTH
গাছের,NNC,B-OTH
চারা,NNC,B-OTH
নিয়ে,VNF,B-OTH
এসেছিল,VF,B-OTH
যেগুলি,PRO,B-OTH
বাঙালি,NNP,B-MISC
সভ্যতা,NNC,B-OTH
ও,CONJ,B-OTH
সংস্কৃতির,NNC,B-OTH
অংশ,NNC,B-OTH
হয়ে,VNF,B-OTH
ওঠে।,VF,B-OTH
আপনার,PRO,B-OTH
বইয়ের,NNC,B-OTH
অনুবাদের,NNC,B-OTH
বিষয়ে,NNC,B-OTH
জানতে,VNF,B-OTH
চাইবো।,VF,B-OTH
এটা,PRO,B-OTH
শুধু,ADV,B-OTH
ব্যবহার,NNC,B-OTH
করা,NNC,B-OTH
হয়ে,VNF,B-OTH
থাকে,VF,B-OTH
ঠিক,ADJ,B-OTH
বেঠিকের,NNC,B-OTH
কোন,DET,B-OTH
কারন,NNC,B-OTH
নেই।,VF,B-OTH
এরপর,ADV,B-OTH
উপরের,NNC,B-OTH
সংখ্যাগুলিকে,NNC,B-OTH
সাধারন,ADJ,B-OTH
যোগ,NNC,B-OTH
বিয়োগ,NNC,B-OTH
করলে,VNF,B-OTH
ফল,NNC,B-OTH
দাড়ায়,VF,B-OTH
এক,QF,B-OTH
,PUNCT,B-OTH
মানে,NNC,B-OTH
একজন,NNC,B-OTH
ভন্ড।,NNC,B-PER
স্বরাষ্ট্রমন্ত্রী,NNC,B-PER
বলেন,VF,B-OTH
কারফিউ,NNC,B-OTH
শিথিল,ADJ,B-OTH
করা,NNC,B-OTH
যায়,VF,B-OTH
কিনা,ADV,B-OTH
আমরা,PRO,B-OTH
দেখছি।,VF,B-OTH
দেরী,NNC,B-OTH
বা,CONJ,B-OTH
এগিয়ে,VNF,B-OTH
আসতে,VNF,B-OTH
পারে,VF,B-OTH
না,ADV,B-OTH
১৪,QF,B-D&T
নভেম্বর,NNP,I-D&T
১৯৭১ঃ,QF,I-D&T
কুষ্টিয়া,NNP,B-GPE
আক্রমনে,NNC,B-OTH
ধৃত,ADJ,B-OTH
ভারতীয়,ADJ,B-GPE
সৈন্যদের,NNC,B-PER
সাক্ষাৎকার,NNC,B-OTH
সোনিয়া,NNP,B-PER
আড়াইহাজার,NNP,B-GPE
উপজেলার,NNC,B-OTH
ইদবারদী,NNP,B-LOC
এলাকার,NNC,B-OTH
মো,NNP,B-PER
রাসেল,NNP,I-PER
মিয়ার,NNP,I-PER
স্ত্রী।,NNC,B-PER
শিক্ষাগত,ADJ,B-OTH
যোগ্যতা,NNC,B-OTH
বিবিএ/এমবিএ/সিএ,NNP,B-MISC
অনেকটা,ADJ,B-OTH
আগের,NNC,B-OTH
খাবারের,NNC,B-OTH
মত,PP,B-OTH
যা,PRO,B-OTH
কিনা,ADV,B-OTH
সাধারণ,ADJ,B-OTH
এক,QF,B-NUM
খাবার।,NNC,B-OTH
হলুদ,ADJ,B-OTH
নদীর,NNC,B-OTH
সেইদিনগুলোতে,NNC,B-OTH
ব্যস্ততা,NNC,B-OTH
তেমন,ADJ,B-OTH
"ছিলোনা,ছিলোনা",VF,B-OTH
জীবনের,NNC,B-OTH
কোন,DET,B-OTH
জটিল,ADJ,B-OTH
অংক।,NNC,B-OTH
গত,ADJ,B-OTH
২৪,QF,B-NUM
ঘণ্টায়,NNC,B-UNIT
নগরীর,NNC,B-OTH
বিভিন্ন,ADJ,B-OTH
স্থানে,NNC,B-OTH
অভিযান,NNC,B-OTH
চালিয়ে,VNF,B-OTH
৪০,QF,B-NUM
জনকে,NNC,B-OTH
গ্রেপ্তার,NNC,B-OTH
